dateiname	tbeg_klass_art	erlaeuterung
BVerfGE40,042	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,046	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,052	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,056	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,095	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,101	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,106	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,109	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,121	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,141	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,179	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,182	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,196	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,233	NB	automatisch annotiert in ebene-Tags
BVerfGE40,237	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,261	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,268	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,272	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,276	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,287	Regeln	automatisch annotiert in ebene-Tags
BVerfGE40,296	NB	automatisch annotiert in ebene-Tags
BVerfGE40,356	NB	automatisch annotiert in ebene-Tags
BVerfGE40,371	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,023	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,029	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,065	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,088	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,121	NB	automatisch annotiert in ebene-Tags
BVerfGE41,126	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,193	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,205	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,228	NB	automatisch annotiert in ebene-Tags
BVerfGE41,231	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,243	NB	automatisch annotiert in ebene-Tags
BVerfGE41,246	NB	automatisch annotiert in ebene-Tags
BVerfGE41,251	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,269	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,291	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,314	NB	automatisch annotiert in ebene-Tags
BVerfGE41,323	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,329	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,332	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,341	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,344	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,360	NB	automatisch annotiert in ebene-Tags
BVerfGE41,378	Regeln	automatisch annotiert in ebene-Tags
BVerfGE41,399	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,042	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,053	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,064	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,088	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,091	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,095	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,103	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,120	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,128	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,143	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,176	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,191	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,206	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,212	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,223	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,229	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,234	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,237	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,243	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,252	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,258	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,263	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,312	NB	automatisch annotiert in ebene-Tags
BVerfGE42,345	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,364	Regeln	automatisch annotiert in ebene-Tags
BVerfGE42,374	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,027	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,034	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,047	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,053	NB	automatisch annotiert in ebene-Tags
BVerfGE43,058	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,075	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,079	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,095	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,101	NB	automatisch annotiert in ebene-Tags
BVerfGE43,108	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,126	NB	automatisch annotiert in ebene-Tags
BVerfGE43,130	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,154	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,198	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,203	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,213	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,242	Regeln	automatisch annotiert in ebene-Tags
BVerfGE43,291	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE44,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,037	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,059	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,070	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,098	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,105	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE44,125	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,197	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,211	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,216	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,227	NB	automatisch annotiert in ebene-Tags
BVerfGE44,249	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,283	NB	automatisch annotiert in ebene-Tags
BVerfGE44,290	NB	automatisch annotiert in ebene-Tags
BVerfGE44,297	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,302	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,308	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,322	Regeln	automatisch annotiert in ebene-Tags
BVerfGE44,353	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,063	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,083	NB	automatisch annotiert in ebene-Tags
BVerfGE45,104	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,272	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,297	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,346	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE45,354	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,360	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,363	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,376	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,393	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,400	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,422	Regeln	automatisch annotiert in ebene-Tags
BVerfGE45,434	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE46,001	NB	automatisch annotiert in ebene-Tags
BVerfGE46,014	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,017	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,043	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,055	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,066	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,072	NB	automatisch annotiert in ebene-Tags
BVerfGE46,073	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,097	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,120	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,160	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,166	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,185	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,188	NB	automatisch annotiert in ebene-Tags
BVerfGE46,196	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,202	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,214	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,224	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,246	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,268	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,313	NB	automatisch annotiert in ebene-Tags
BVerfGE46,315	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,321	NB	automatisch annotiert in ebene-Tags
BVerfGE46,325	Regeln	automatisch annotiert in ebene-Tags
BVerfGE46,337	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE46,404	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,001	NB	automatisch annotiert in ebene-Tags
BVerfGE47,046	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,085	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,102	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,105	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,109	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,128	NB	automatisch annotiert in ebene-Tags
BVerfGE47,130	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,144	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,146	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,168	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,182	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,198	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,239	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,253	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,285	Regeln	automatisch annotiert in ebene-Tags
BVerfGE47,327	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,029	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,040	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,048	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,064	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,102	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,118	NB	automatisch annotiert in ebene-Tags
BVerfGE48,127	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,206	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,210	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,227	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,246	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,271	NB	automatisch annotiert in ebene-Tags
BVerfGE48,281	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,292	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,300	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,327	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,341	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,346	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,367	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,376	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,394	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,396	Regeln	automatisch annotiert in ebene-Tags
BVerfGE48,403	NB	automatisch annotiert in ebene-Tags
BVerfGE49,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,015	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,024	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,070	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE49,089	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,148	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,168	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,192	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,212	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,217	NB	automatisch annotiert in ebene-Tags
BVerfGE49,220	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,244	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,252	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,260	NB	automatisch annotiert in ebene-Tags
BVerfGE49,280	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,304	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,325	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,329	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,343	Regeln	automatisch annotiert in ebene-Tags
BVerfGE49,378	NB	automatisch annotiert in ebene-Tags
BVerfGE49,382	NB	automatisch annotiert in ebene-Tags
BVerfGE5,002	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,009	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE5,013	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,017	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,025	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,034	NB	automatisch annotiert in ebene-Tags
BVerfGE5,049	NB	automatisch annotiert in ebene-Tags
BVerfGE5,056	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,066	Regeln	automatisch annotiert in ebene-Tags
BVerfGE5,071	NB	automatisch annotiert in ebene-Tags
BVerfGE5,077	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE50,005	NB	automatisch annotiert in ebene-Tags
BVerfGE50,016	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,032	NB	automatisch annotiert in ebene-Tags
BVerfGE50,037	NB	automatisch annotiert in ebene-Tags
BVerfGE50,042	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,050	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE50,057	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,108	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,115	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,125	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,142	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,166	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,177	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,195	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,205	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,217	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,234	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,244	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,254	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,256	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,265	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,280	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,287	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,290	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,381	Regeln	automatisch annotiert in ebene-Tags
BVerfGE50,386	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,043	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE51,060	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,077	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,097	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,126	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,130	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,146	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,150	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,161	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,166	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,176	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,188	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,193	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,222	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,257	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,268	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,295	NB	automatisch annotiert in ebene-Tags
BVerfGE51,304	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,324	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,352	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,356	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,369	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,384	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,386	Regeln	automatisch annotiert in ebene-Tags
BVerfGE51,405	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,042	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,063	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,131	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,187	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,203	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,214	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,223	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,256	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,264	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,277	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,283	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,303	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,357	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,369	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,380	Regeln	automatisch annotiert in ebene-Tags
BVerfGE52,391	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,025	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,030	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,096	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE53,100	NB	automatisch annotiert in ebene-Tags
BVerfGE53,109	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,115	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,135	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,152	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,164	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,185	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,207	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,219	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,257	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,313	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,332	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,336	Regeln	automatisch annotiert in ebene-Tags
BVerfGE53,362	NB	automatisch annotiert in ebene-Tags
BVerfGE53,366	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,011	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,039	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,043	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,047	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,053	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE54,080	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,086	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,094	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,100	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,117	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,129	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,143	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,148	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,159	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,208	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,224	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,237	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE54,251	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,277	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE54,301	Regeln	automatisch annotiert in ebene-Tags
BVerfGE54,341	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,007	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,028	NB	automatisch annotiert in ebene-Tags
BVerfGE55,032	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,037	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,072	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,095	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,100	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,114	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,132	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,134	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,144	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,154	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,159	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,185	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,205	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,207	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,244	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,249	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,261	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,349	Regeln	automatisch annotiert in ebene-Tags
BVerfGE55,370	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,022	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,037	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,054	NB	automatisch annotiert in ebene-Tags
BVerfGE56,087	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,099	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,110	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,128	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,139	NB	automatisch annotiert in ebene-Tags
BVerfGE56,146	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,175	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,192	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,216	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,244	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,249	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,298	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,353	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,363	Regeln	automatisch annotiert in ebene-Tags
BVerfGE56,396	NB	automatisch annotiert in ebene-Tags
BVerfGE57,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,009	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE57,039	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,043	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,070	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,107	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE57,117	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,121	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,170	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,220	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,250	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,335	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,346	Regeln	automatisch annotiert in ebene-Tags
BVerfGE57,361	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,001	NB	automatisch annotiert in ebene-Tags
BVerfGE58,045	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,068	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,137	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,153	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,159	NB	automatisch annotiert in ebene-Tags
BVerfGE58,163	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,177	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,202	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,208	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,233	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,257	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,283	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,300	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,353	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,358	Regeln	automatisch annotiert in ebene-Tags
BVerfGE58,369	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE58,377	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,001	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,036	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,052	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,063	abschnitt2	automatisch annotiert in ebene-Tags
BVerfGE59,095	NB	automatisch annotiert in ebene-Tags
BVerfGE59,098	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,104	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,119	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,128	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,172	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,216	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,231	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,275	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,280	NB	automatisch annotiert in ebene-Tags
BVerfGE59,287	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,302	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,330	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,336	Regeln	automatisch annotiert in ebene-Tags
BVerfGE59,360	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,001	NB	automatisch annotiert in ebene-Tags
BVerfGE6,007	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,012	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,015	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,020	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,032	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,045	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,055	NB	automatisch annotiert in ebene-Tags
BVerfGE6,084	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,099	Regeln	automatisch annotiert in ebene-Tags
BVerfGE6,104	NB	automatisch annotiert in ebene-Tags
